"TailNum","Ave_Delay"
"N14AMQ",0.00550964187327824
"N309MQ",0.00931470392548237
"N4WVTW",0.0155038759689922
"N371MQ",0.0186116700201207
"N373MQ",0.0221897810218978
"N273MQ",0.022459165154265
"N4YRTW",0.0238095238095238
"N273AE",0.0363636363636364
"N392AE",0.0389153904092393
"N238MQ",0.0441988950276243
